districtId,Minijob,Zahnarzt,Krankenhausbetten,Hausarzt_je_EW,Grundsicherung,Soziooekonomische_Lage,Breitband,Baulandpreise,Facharzt,Tanken,Bevoelkerung_Auslaender,Schulabg_Hochschulreife,Wanderungen,GrosseZentren,Nahversorgung,vorschule,Lebenserwartung_maennlich,Wohnflaeche,Lebenserwartung_weiblich,Bevoelkerungspotenzial,Schulabg_ohne,WissensintensiveIndustrien,ALQ_gemittelt,Steuerkraft,BIP,ambulantePflege,SuV_Anteil,stationaerePflege,Schulden,Pflegegeld,BeschaeftigteOhne,ALQ,Laendlichkeit,Einkuenfte,LuW_Anteil,Thuenen-Typologie,SuV_Veraenderung,BeschaeftigteAkademisch,Bevoelkerungsdichte,Apotheke,Pflegedienst,Ein_Zwei_Fam_Haeuser,Polizei,Bevoelkerung_insgesamt,Wohnungsleerstand,Hausarzt,Siedlungsdichte,Freiflaeche,Natuerliche_Bev_Entwicklung,Lohn,Grundschule,Krippenkinder,district_name
8119,24.2,5.02333333333333,31.8,54.1,17.3,,85,322.8,10.4355781162898,5.91,13.2,29.3,5.4,32.275,4.52166666666667,97,79.8,43,84.6,655,4.8,18.6,4.1,851,31500,22.7,17.7,31.5,385.4,45.8,13.6,3.9,-0.31,3242,81.2,5,,11.5,483,4.855,7.02833333333333,322.8,6.28333333333333,1.7,40.9,4.305,2730.9,83.4,,2615.2,,23.7,LK Rems-Murr-Kreis
8121,30.8,3.02583333333333,90.9,55.1,27.6,,94.2,257.9,6.65207554393747,3.67916666666667,20.9,31.1,9.9,1.8675,2.95,97.7,78.1,40.1,83.1,602,4.2,6.9,6.5,975,49500,17.8,35.7,34.9,225.1,47.4,14,6.3,-0.98,3175,61.6,5,0.9,11.9,1200,3.05166666666667,4.22166666666667,257.9,3.68333333333333,2.7,43.1,2.945,3365.6,67.1,-0.35,2252.1,2.45,23.3,SK Heilbronn
8125,20.1,4.51833333333333,38,56.8,15,-1.55,84,177.9,10.092498308541,5.36,11.3,26.3,5.6,16.7566666666667,4.09333333333333,96.6,79.5,46.2,83.5,498,4.4,26.6,3.8,1001,46700,22.1,17.4,29.5,299.8,48.4,12.4,3.5,0.22,3501,80.9,3,,12.8,299,4.55166666666667,5.86333333333333,177.9,5.81666666666667,1.9,39.3,3.6,1715.6,84,,3008.3,,25.1,LK Heilbronn
9263,19.7,3.15833333333333,94.5,86.9,53.5,,99.1,173.1,6.23027696793003,3.81333333333333,11,,14.1,1.675,3.32666666666667,93.3,74.8,44.4,79.8,184,,12.6,5.8,836,47300,25,29.3,35,2040.2,40,11.6,5.8,,2859,59.9,2,1.6,8.2,681,3.68833333333333,4.35,173.1,5.71666666666667,3.1,,2.985,2327.3,73.3,-4.88,2427.8,3.03333333333333,17.4,SK Straubing
8126,17.9,6.11916666666667,26,54.2,13,-1.27,86.3,137.1,13.1030104082184,8.2125,7.7,22,4.8,38.2283333333333,5.82,93.7,78.6,46.1,83.4,267,4.3,24.8,3.1,913,43800,16.6,13.1,35.2,520.5,48.2,14.9,3,0.7,3319,85.1,2,,7.7,140,6.55833333333333,8.40333333333333,137.1,9.25,1.5,46.5,6.12416666666667,1071.1,87.5,,2803.2,,19.5,LK Hohenlohekreis
8127,22.1,6.25166666666667,36.4,64.6,14.9,-1.03,76,96.7,15.0024446463229,8.00666666666667,7.8,26.8,4.3,43.25,5.805,94.9,79.2,45.9,83.8,234,4.6,16,3.5,789,37400,23.4,11.7,29.9,714.1,46.6,13.5,3.5,0.75,3110,86.7,2,,9,127,7.24833333333333,9.98,96.7,8.95,1.4,49,5.62166666666667,1087.4,88.8,,2517.8,,18.9,LK Schwäbisch Hall
8128,21.4,6.50166666666667,86.7,63.7,11.8,-0.7,87.2,59.9,13.5214061823821,8.51,5.7,25.1,2.5,35.8166666666667,6.53666666666667,98.2,78.6,50,83.8,189,3.5,17.9,3.6,745,33900,21.9,10.9,28.9,857.9,49.2,11.9,3.5,0.83,3013,87.3,2,,8.3,100,7.37166666666667,8.52833333333333,59.9,10.9166666666667,-0.1,56.7,6.11,920.5,89.7,,2411.5,,27.1,LK Main-Tauber-Kreis
8135,20.9,5.60333333333333,41.7,63.6,17.7,-1.01,81.5,94.7,13.8722080243862,7.21333333333333,11.1,30.2,4.5,34.5916666666667,4.72166666666667,94.7,78.5,45.1,83.6,274,4.3,25.8,5.2,768,30800,20,12.6,31.9,1017.4,48.1,13.9,5.4,0.53,3407,86.3,2,,12.6,206,6.03,9.17666666666667,94.7,6.15,0.9,51.7,5.44666666666667,1632.2,88.3,,2779.5,,23.3,LK Heidenheim
8136,21.8,5.99666666666667,34.2,58.7,13.6,-1.18,80.4,121.3,13.3565620635052,7.75833333333333,8.7,29.9,2.7,48.35,5.195,95.8,79.3,45.2,83.7,282,4.6,21.9,3.9,825,38900,17.5,12.9,33.1,865.6,49.4,12.9,3.5,0.56,3437,86.1,2,,11.4,204,6.71333333333333,7.93,121.3,7.55,0.6,48.7,4.90833333333333,1581.1,87.8,,2733.8,,21.8,LK Ostalbkreis
8211,19.9,5.00833333333333,138.5,80.6,53.8,,99.5,274.7,10.1185124752777,5.825,15.5,,11.7,28.5483333333333,5.12166666666667,93.9,77.3,51.5,80.8,419,,10.3,5.9,1044,50400,15.6,14.7,42,391.6,42.4,11.4,5.6,,3142,83.8,3,1.3,13.7,380,4.99166666666667,5.80666666666667,274.7,7.28333333333333,1.8,,4.26666666666667,2586.5,87.1,-7.43,2611.4,3.46666666666667,32.3,SK Baden-Baden
8212,18.4,2.87333333333333,91.9,56.3,44,,99.5,386,5.67071172174774,3.81166666666667,16,44,9.3,1.91166666666667,3.02166666666667,94.9,79.2,41.4,83.7,746,6.5,4,5.8,977,59700,18.2,46.5,37.3,612.8,44.5,12.4,5.5,-1.57,3495,48.8,5,1,19.9,1730,3.02,3.67666666666667,386,3.46666666666667,2.8,38,2.77333333333333,3716.5,60.5,-0.35,2906.4,2.35,35.4,SK Karlsruhe
8215,22.7,3.54166666666667,23.6,52.4,12,-1.42,95.6,,8.80048365329099,4.79666666666667,10.3,30.5,5.8,17.8966666666667,3.71333333333333,95.9,79.8,47.8,83.8,608,4.2,16.2,3.4,807,33300,21.6,18,28.6,634.3,49.8,13.2,3.3,-0.05,3124,78.5,3,,12.7,398,3.56166666666667,5.25333333333333,,5.18333333333333,1.6,23.5,3.34333333333333,2205.2,83.3,,2636.7,,30.1,LK Karlsruhe
8216,20.3,5.24833333333333,25.7,51.6,19.7,-1.24,89.6,183.8,12.9431672439351,7.13,10.5,31.2,4.9,28.095,5.35333333333333,94,78.8,46.9,84.2,420,5.3,33.1,3.7,863,38300,16.6,14.2,23.8,692.9,59.6,15.6,3.5,0.04,3566,81.6,3,,9.5,304,5.09166666666667,7.77,183.8,6.65,1.1,43.1,4.62833333333333,2145.8,86.7,,2904,,29.1,LK Rastatt
8221,19.4,3.5425,194.4,63.3,38.6,,96,605.3,6.73372091914569,4.7825,18.4,57.1,12.6,2.53666666666667,3.65083333333333,92.5,80.6,38,84.5,733,2.1,9.4,5.5,822,52100,25.3,30.2,28.7,850.5,46,11.4,5.4,-1.58,3457,67,5,1.1,25.1,1422,3.85416666666667,4.72166666666667,605.3,4.725,4.2,33.5,3.29833333333333,4712.6,72.4,1.38,2761,2.96666666666667,47,SK Heidelberg
8222,16.5,2.72833333333333,84.7,67.4,50.9,,99.2,698,5.42247284602965,3.195,21.1,37.4,9.2,1.81333333333333,2.79,94.5,77.7,41,82.7,944,6.5,16.4,6.5,1035,59900,18.2,58.2,29.3,1601.6,52.5,12.8,6.1,-1.95,3653,36.3,5,0.4,18.5,2069,3.06333333333333,3.435,698,3.41666666666667,2.9,42.8,2.84833333333333,3556.3,48.1,-0.83,3004.8,2.68333333333333,29,SK Mannheim
8225,22.3,5.67833333333333,36.6,55.8,16.7,-0.16,80.4,70.4,13.6066208842919,7.51583333333333,6.9,30,0.5,40.3508333333333,5.55333333333333,94.8,78,49.3,82.8,288,6.9,17,4.2,658,28900,22.1,10.7,27.6,1033.8,50.3,13.8,3.9,0.77,2983,88,1,,6.6,126,5.49,8.475,70.4,7.5,-0.6,55.4,5.02166666666667,1176.9,90,,2356.5,,24.5,LK Neckar-Odenwald-Kreis
8226,23.9,3.53,27.8,60.2,16,,86.8,221.4,8.90899374171734,4.615,10.2,32.8,6.2,17.5233333333333,3.735,94.7,79.8,48.2,83.9,618,5,11.8,4.2,1015,30300,20.3,19.7,26.2,662.8,53.5,12.3,4.5,-0.27,3352,77.7,5,,17.7,504,3.91833333333333,5.61666666666667,221.4,5.4,1.8,39.6,3.45083333333333,2559.1,81.7,,2685.7,,31.6,LK Rhein-Neckar-Kreis
8231,20,3.27333333333333,98.8,63.7,37.9,,96.6,214.6,7.16222113375131,3.89,20.9,37.8,11.9,2.55333333333333,3.41,91.7,78.3,40.8,83.2,662,5.9,9.1,8.1,880,42700,17.1,31,33.3,799.2,49.6,15,7.6,-1.23,3063,68.1,5,5.6,11.7,1217,3.35666666666667,3.97333333333333,214.6,4.11666666666667,3.5,42.3,3.09166666666667,3924.5,72.1,-1.4,2545.2,2.63333333333333,20,SK Pforzheim
8235,25.2,5.10833333333333,79.3,55.6,13,-0.77,65.6,151.8,13.929908026429,7.39333333333333,11.8,27.6,3.8,27.2616666666667,5.3,93.4,79.8,46.1,84,462,4.5,12,4.1,725,26200,21.4,11.2,32.2,957.7,46.4,14.1,4.1,0.27,3000,87.7,3,,8.8,192,5.39666666666667,7.61833333333333,151.8,6.31666666666667,1.2,65.4,4.48,1707.5,89.5,,2460.2,,24.1,LK Calw
8236,23.2,3.59833333333333,16.2,55.7,9.2,-1.31,82.7,171.6,9.30895344733985,5.0675,10.6,24.8,4.5,13.2216666666667,3.575,95.4,80.7,47.2,84.1,632,3.5,20.6,3,820,26700,27.2,16.1,25.7,439.7,47.1,14.1,2.8,0.04,3117,82.5,3,,8.1,338,3.62166666666667,4.48,171.6,5.21666666666667,1.2,51.2,3.105,2095.9,84.7,,2619.9,,25.7,LK Enzkreis
8237,23,6.3875,39.6,55.6,12.4,-0.59,76,96.2,14.7859374253178,8.01333333333333,8.4,22.3,-0.6,47.4466666666667,6.30166666666667,95.6,79.2,46,82.7,296,5,20.9,4,810,34800,18,9.7,37.2,526.7,44.7,14,3.7,0.6,3188,89,2,,8.5,132,6.35666666666667,8.8525,96.2,7.93333333333333,-0.1,61.6,5.455,1364,90.8,,2547.6,,22.4,LK Freudenstadt
9361,17.1,3.37666666666667,134.8,86.7,34.6,,98.9,143.8,5.69694574490221,3.80666666666667,7.2,,2.1,1.325,3.27166666666667,91.7,75.5,46.6,80,188,,28.2,6.3,811,50000,20.6,34.1,40.9,897.2,38.5,12.6,5.9,,3204,62,1,-1,10.5,828,4.545,4.39833333333333,143.8,5.98333333333333,-0.6,,3.51333333333333,2426.4,68.2,-5.05,2649.2,2.96666666666667,23.9,SK Amberg
8315,26.6,6.17666666666667,51.3,67.7,15.7,-1.35,65.5,209.4,13.6691796079718,7.875,8.7,33.7,7.8,22.0633333333333,5.45166666666667,93.8,80.6,45.4,85.1,328,3.4,14.4,3.5,709,27100,20.9,10.4,28.8,556.2,50.3,14.5,3.4,0.26,2899,87.3,3,,10,183,6.23833333333333,9.56666666666667,209.4,8.06666666666667,2.6,32.3,5.42833333333333,1762.4,90.2,,2340.6,,32.2,LK Breisgau-Hochschwarzwald
8316,26.9,5.505,62.4,64.5,17.8,-0.9,68.5,65.9,13.6640160232471,7.68166666666667,7.6,23.5,6.5,21.9283333333333,5.62666666666667,97.8,79.9,45,83.9,328,5.8,14.8,3.3,698,27500,26.6,11.1,25.1,541.4,48.4,12.9,3.3,0.2,2997,86.2,3,,8.4,235,6.04833333333333,7.67666666666667,65.9,8.4,1.9,32.2,5.60666666666667,2120.9,89.7,,2386.1,,30.5,LK Emmendingen
8317,22.5,6.54833333333333,54.5,62.3,17.9,-1.04,83.4,136.6,14.3437905204074,7.695,8.4,30.7,4.8,24.9333333333333,5.375,96.7,79.6,45.7,83.9,358,4,12.6,3.8,794,36300,21.2,11.8,32.3,380.1,46.5,13.4,3.6,0.3,3028,85.2,3,,8.4,223,6.34166666666667,8.47833333333333,136.6,8.21666666666667,1.3,37.4,5.45666666666667,1899,88.8,,2480.1,,30.1,LK Ortenaukreis
8325,24.3,5.26833333333333,61.1,55.9,15.6,-1.01,84.7,98.2,12.8361148765728,7.65833333333333,8.1,30.1,0.3,29.9316666666667,5.06333333333333,95.3,79,47.8,83.7,274,4.9,19,3.3,927,39000,18.2,12.9,28.8,223.2,52.9,15.8,2.9,0.65,3182,85.6,2,,7.6,177,5.73,7.65083333333333,98.2,9.11666666666667,-0.1,61.1,5.22083333333333,1368.7,87.6,,2628.3,,23,LK Rottweil
8326,23.8,6.67583333333333,60.3,61.6,19.5,-0.97,80.9,,13.6990386329565,7.91,11.7,26.9,4.5,16.11,5.9225,95.3,79.7,45.3,83.7,274,5.1,20.7,4,812,34800,21,11.6,34.5,501.6,44.5,15.6,3.7,0.32,3064,87.3,3,,9.7,201,6.63833333333333,8.895,,8.65,1,52.5,6.195,1740.1,89.4,,2541.4,,25.7,LK Schwarzwald-Baar-Kreis
8327,20.3,5.87333333333333,27,50.5,17.3,-1.2,96,,14.4122028320062,7.24333333333333,12,24.3,5.1,27.9166666666667,5.42,95.4,79,45.8,83.3,266,4.7,17.6,3.3,982,42100,19.5,11.7,28.4,676.7,52.1,18.3,2.8,0.61,3284,87.1,2,,8.4,183,6.38666666666667,9.12333333333333,,8.75,1.8,50,5.85,1561.8,88.8,,2762.6,,21.5,LK Tuttlingen
9362,18.1,3.08333333333333,193.7,71,43.2,,99.7,412,5.5207406380882,3.20333333333333,12.1,41.6,12.3,2.00666666666667,3.02666666666667,98.6,78.4,43.1,83,309,4.4,24.8,4.9,1275,82400,25.6,55.6,40.1,1024.9,34.3,11.3,4.4,-1.26,3454,36.7,5,2.1,17.5,1763,3.42,3.69166666666667,412,5.48333333333333,4.4,30,2.84166666666667,3168.9,51.5,0.13,3008,2.88333333333333,30.2,SK Regensburg
8335,25.8,5.48333333333333,59.4,64.2,22.8,-1.3,79.6,153.2,11.813684516449,7.98833333333333,12,31.8,10,28.7116666666667,4.85666666666667,95.6,79.7,44.5,83.7,331,4,9,4.5,773,31600,21.8,15.5,33.3,339,44.9,14.7,4.2,-0.07,3064,82.7,3,,13.2,337,5.98333333333333,6.89666666666667,153.2,7.31666666666667,2.8,32.7,5.085,2171.5,85.9,,2471.3,,32.1,LK Konstanz
8336,23.3,6.57833333333333,37.1,59.9,17,-1.29,34.8,213.2,14.9796435351329,8.82083333333333,12.2,29.3,6.6,17.4566666666667,6.04,95.7,79.6,45.1,84,433,4.9,19.9,3.9,807,32000,21.2,12.8,30.1,410.8,48.7,15.5,3.5,-0.07,3191,85.7,3,,10.4,277,6.5125,8.90833333333333,213.2,8.3,1.9,31.6,5.3,2167.8,88.2,,2506,,24.9,LK Lörrach
8337,24.9,6.03583333333333,39.9,54.5,15,-0.92,45.3,124.3,17.3829799820659,10.2166666666667,12.1,24.7,5.3,47.9916666666667,5.485,96.7,79.5,47.7,83.9,356,4.7,11.8,3.3,746,28500,20.2,10.2,31.7,667.9,48.2,16.8,3,0.24,2950,88.1,3,,7.5,146,6.32666666666667,9.84166666666667,124.3,8.36666666666667,1.3,47.5,5.73333333333333,1426,90.4,,2345.2,,21.2,LK Waldshut
8415,23,6.90833333333333,40.9,61.9,18.6,-1.29,81.1,163.6,16.6611519817915,10.27,12.6,32.7,4.8,26.5083333333333,6.03333333333333,95.9,80.1,43.9,84.6,416,4.2,18.3,4.1,834,37000,20.6,13.2,28.2,915.2,51.2,14,3.8,0.18,3301,85.8,3,,13.3,254,6.50166666666667,9.34,163.6,8.01666666666667,1.6,43.4,5.385,1931.5,87.9,,2640.7,,29.2,LK Reutlingen
8416,23.9,4.31333333333333,87.3,59.1,15.9,-1.43,95.8,193.1,9.22223781833273,5.72833333333333,11.2,42.4,5.7,9.21833333333333,4.47333333333333,96.7,80.3,42.6,84.8,550,4.6,9.3,3.7,747,30100,19.2,18,30.8,602.7,50,13.1,3.3,-0.16,3248,80.4,3,,19.7,421,4.77333333333333,5.815,193.1,5.9,2.6,41.1,3.575,2338.2,83.4,,2507.3,,35.1,LK Tübingen
8417,23.8,5.55166666666667,31,58,10.1,-0.9,80.4,79.1,12.5754155853764,6.08166666666667,10.5,23.9,3.2,35.4166666666667,5.06166666666667,93,79.2,48,84.2,314,4.3,14.5,4.5,787,31900,24.4,13.5,24.8,711.7,50.8,16.3,4.1,0.59,3066,85.2,2,,7.6,203,5.74833333333333,6.56666666666667,79.1,6.68333333333333,0.7,56.3,4.95,1506,87.1,,2537.9,,23.2,LK Zollernalbkreis
8421,20.3,4.08416666666667,125.4,76.2,35.4,,99.3,261.6,7.60866439982729,4.07,16.7,46.3,7.3,1.68333333333333,3.70416666666667,96.4,79.6,41,83.7,381,4.6,12.8,4.9,1075,68800,19.2,32.3,34.1,1052.9,46.7,13,4.7,-0.72,3439,63.1,5,4.4,19.6,1017,4.075,5.85666666666667,261.6,5,2.7,29.1,3.43333333333333,3145.2,70.7,0.95,2818.3,2.38333333333333,31.1,SK Ulm
8425,26.7,6.06,22.1,61.3,12.5,-1.26,88,125.8,12.3697970926653,8.43333333333333,9.8,24,4,21.3133333333333,5.56333333333333,96.1,79.4,46.6,84.2,311,4.1,19.7,3.1,835,27500,22.7,11.5,26.4,353.2,50.9,12.8,2.8,0.71,3099,86.7,2,,6.7,139,6.33166666666667,8.345,125.8,7.6,1.4,43.9,5.31833333333333,1213.6,89.1,,2541,,19.4,LK Alb-Donau-Kreis
8426,22.4,5.72,46.2,60.9,14.9,-1.4,77.5,93.3,13.2033953374115,8.61666666666667,7,25.4,4,27.23,5.80333333333333,95.6,79.1,48,84.1,230,4.3,28.7,2.8,985,45500,15.7,11.7,28.3,279,56,12.4,2.6,0.78,3467,86.6,2,,11.2,135,6.445,9.47833333333333,93.3,9.13333333333333,1.6,43.3,5.36833333333333,1158.4,88.9,,2798.7,,20.6,LK Biberach
8435,20.8,4.45333333333333,35.4,66.9,18,-1.67,75.2,193.5,10.2137831821635,6.55666666666667,10.5,28.9,8.4,13.235,4.245,96.6,80.6,45.8,84.4,325,5.3,28.5,3.1,900,44300,26.1,14.8,28.2,582.1,45.7,11.6,2.8,0.08,3672,83.5,3,,18.1,315,4.75166666666667,5.92166666666667,193.5,6.4,2.4,31.9,4.17,2126.4,86.2,,2950.2,,28.6,LK Bodenseekreis
8436,25,5.86833333333333,64,61,18.3,-1.16,77.4,125.8,12.4105941360973,7.235,8.3,26.4,6,17.2583333333333,5.12333333333333,94.4,79.6,43.8,84.2,244,5.1,15.6,3,752,37300,22.3,10.6,30.3,536,47.4,12.1,2.9,0.53,3062,87.7,2,,11.4,169,6.645,7.3875,125.8,8.05,1.9,35.4,5.75666666666667,1594.4,90.1,,2398.6,,23.9,LK Ravensburg
8437,24.3,6.395,54,60.3,13.4,-0.59,83.6,72.3,15.0079010161026,8.86,7.8,31.4,1.4,44.9516666666667,6.045,94.1,78.6,47.1,83.1,233,6.2,12.4,4,741,33500,20.1,9.9,26.3,322.8,53.6,13.9,3.7,0.81,3128,88.3,2,,7.5,106,6.56333333333333,8.42,72.3,7.53333333333333,0.2,47.6,5.78666666666667,1070.6,90.6,,2491.1,,22.6,LK Sigmaringen
9161,13.4,3.32416666666667,97.5,64.1,33.6,,98.8,379.5,7.5979113022784,4.34083333333333,15.3,35.8,11.1,1.92666666666667,3.12,92.5,79.5,41.7,84.1,322,5.1,45.2,3.8,1359,122100,19,36.5,35.9,248.6,45.1,11.2,3.6,-0.66,4425,55.9,5,3.3,18.2,982,3.46666666666667,5.62,379.5,8.7,3.9,23.6,3.26,2691.1,67.3,1.08,3701.1,2.66666666666667,26.4,SK Ingolstadt
9162,16,1.84666666666667,80.4,72.1,49.4,,99.8,1602.8,4.35122675995766,2.83416666666667,24,36.5,12.4,1.38083333333333,1.97666666666667,91.5,80.6,38,84.8,1810,6.1,8.8,5.2,1332,69800,29.6,73.8,25.5,634.6,44.9,10.7,5.2,-3.77,3879,22.1,5,1.5,28.5,4601,2.00083333333333,2.54333333333333,1602.8,4.01666666666667,4.7,22.7,1.77833333333333,6234.7,38.6,3.6,3374.5,1.88333333333333,34.3,SK München
9171,19.8,5.81833333333333,53.1,67.9,23.4,-1.14,80.4,100.4,12.2604275197412,7.23,7.9,26.3,5.5,45.27,4.80166666666667,93.7,77.4,47.5,83,186,3.4,32,3.7,972,45200,20.7,12.9,35.4,1165.8,43.9,10.1,3.5,0.45,3404,83.7,3,,8.3,189,6.46833333333333,8.29333333333333,100.4,11.8,1.1,40.1,5.815,1457.6,87.6,,2893.7,,18.7,LK Altötting
9172,24.3,7.56833333333333,58.8,82.5,18.5,-0.61,83,146.9,12.500389385847,7.035,13.3,26.6,8.8,34.34,5.875,85.9,79,43.5,82.6,174,5.1,8.3,3.9,645,28300,24.4,6.9,37,1194.5,38.7,10.6,4.2,-0.08,2729,75.4,3,,7.2,123,7.68166666666667,9.78166666666667,146.9,8.88333333333333,1.7,34.2,6.26833333333333,1765.7,93.4,,2320.7,,13,LK Berchtesgadener Land
9173,26.8,7.31666666666667,50.6,68.9,18.4,-1.21,72.2,396.8,16.6822138366561,10.44,9.6,33,9.7,35.915,5.9975,89.5,79.5,44.6,83.4,264,2.8,12.6,3,781,27000,18,6.6,34.2,938.6,47.8,10.7,2.8,0.06,2933,86.2,3,,9.5,111,8.51666666666667,10.7291666666667,396.8,11,3,32.2,7.17916666666667,1683.6,93.9,,2446.4,,19.3,LK Bad Tölz-Wolfratshausen
9174,29,4.235,33.4,59.5,12.7,-1.32,92.1,355.4,13.6263164635462,4.86833333333333,12.9,29.2,13.5,20.7741666666667,3.96083333333333,94.4,79.9,42.7,83.3,618,4.4,9.7,2.6,858,25500,25.8,13.3,35.2,533,39,10.5,2.4,-0.16,2942,83.3,3,,10.7,253,4.41833333333333,5.66166666666667,355.4,12.2666666666667,4.5,29.7,3.99166666666667,1893.3,88,,2469.2,,26.9,LK Dachau
9175,24.5,4.56833333333333,24.3,55.6,10,-1.59,88.2,532.6,9.9896064475514,4.98833333333333,10.4,37.9,13,23.4016666666667,4.16166666666667,94,81,44.6,83.5,497,4.6,7.6,2.5,931,28900,21.6,12.3,34.9,915.7,43.6,10.1,2.4,-0.03,2974,85.5,3,,11.8,246,4.865,6.20666666666667,532.6,9.65,4.7,26.5,4.07666666666667,1992.5,88.9,,2648.6,,28.2,LK Ebersberg
9176,23,6.89666666666667,35.3,50.3,6.7,-1.36,67,167.4,15.2167672635257,8.20333333333333,6.5,25,6,22.6833333333333,6.15333333333333,93.8,79.9,49.4,83.8,201,2.1,8,1.4,770,28000,19.6,9.6,27.2,297.1,53.2,10.6,1.4,0.87,3019,87.1,2,,13,105,7.17666666666667,10.7883333333333,167.4,13.1666666666667,2.6,35.3,6.82166666666667,1092.6,90.8,,2374.8,,24.1,LK Eichstätt
9177,25.7,6.45333333333333,30.8,57.6,12.4,-1.49,82.6,192.9,12.6909775918186,7.51166666666667,8.7,25.5,10.7,23.4083333333333,5.44333333333333,91.2,79.6,45.3,83.9,376,3.1,5.3,2.2,935,27600,14.1,12.1,33.2,543.9,52.8,12,2.1,0.34,2821,84.5,3,,8.3,151,6.70833333333333,9.515,192.9,10.7166666666667,4.1,31.7,5.785,1252.5,88.6,,2422.7,,24.1,LK Erding
9178,18.2,5.47583333333333,20.7,55.2,11.4,-1.98,89.9,295.1,12.9980065977639,7.69666666666667,13.5,28,9.3,11.9783333333333,5.00583333333333,93.3,79.7,44.2,83.7,422,3.7,9.5,2.5,996,43600,20.5,13.6,32.6,1035.2,46.9,13.1,2.4,0.06,3228,83,3,,13.1,213,5.69333333333333,7.62083333333333,295.1,10.2,3.7,28.9,5.555,1569.6,87.2,,3111.1,,26.3,LK Freising
9179,28.7,3.7675,18.1,53.7,14.9,,96.5,412.6,9.3714236809346,4.92833333333333,11.1,42,10.9,23.4983333333333,4.0725,92.7,80.3,43.9,84.4,634,3.2,5.7,3.3,864,23200,22.3,18.3,35.1,843.3,42.5,10.4,3.2,-0.48,3040,78.6,5,,13.8,484,4.94333333333333,5.095,412.6,9.28333333333333,3.6,25.3,3.65833333333333,2642.4,83.4,,2618.8,,29.8,LK Fürstenfeldbruck
9181,24.3,5.48,40.6,61.1,15,-1.09,87.9,195.2,12.0574727698437,8.44,6.5,29.3,7,28.3775,4.95583333333333,91.6,80.2,47.8,84,324,4.9,11.2,3,842,28600,24.7,10.9,24.7,1330.9,50.6,11.4,3,0.33,3056,79.9,3,,10.3,144,6.56583333333333,7.90583333333333,195.2,12.0166666666667,2.3,32.8,4.7775,1322.9,89.6,,2569.6,,24,LK Landsberg a.Lech
9182,24.3,7.205,46.8,77.5,16.7,-1.05,84.8,383.8,14.8199599479055,7.68833333333333,10.2,22.7,10.4,31.9816666666667,6.45666666666667,90.7,78.9,47.7,83.3,248,3.7,11.6,3.1,867,30500,22.6,7.3,38.2,2376.7,39.2,9.3,2.9,0.16,2893,86.2,3,,13,112,7.395,8.05333333333333,383.8,9.26666666666667,3,38.7,5.98833333333333,1532.2,93.2,,2408.8,,25.7,LK Miesbach
9183,23.2,6.95583333333333,35.6,68.9,15.8,-0.44,63.7,106.6,14.8047585512109,8.9675,8.3,24.5,9.6,43.3691666666667,5.47833333333333,90.5,77.3,46.4,82,216,4.9,17,4,787,30200,16.4,10.6,36.7,1266,47,11,4,0.56,2933,86.8,2,,6.6,137,7.3625,9.15833333333333,106.6,12.0333333333333,3.3,43,6.62166666666667,1296.3,89.8,,2392.1,,19.1,LK Mühldorf a.Inn
9184,16.1,4.28333333333333,38.5,53.2,16.8,,96.8,957.7,8.64407283442722,5.40666666666667,14.1,50.6,12.3,12.99,4.20333333333333,98.2,81.4,44.9,84.4,820,3.3,8.7,3,2094,98900,19.3,20.2,40.8,648.5,39.9,8.4,3,-0.91,4016,76.7,5,,27.5,501,4.785,5.69166666666667,957.7,6.8,3.7,22.6,3.97166666666667,2484.5,81.9,,3623.4,,41.9,LK München
9185,23.2,6.30166666666667,47.9,58.8,9.8,-1.03,83.6,116.4,11.8563432237649,7.09583333333333,7.7,23.3,8.2,21.5808333333333,4.50833333333333,88.6,78.7,47.9,83.3,253,4.1,12.5,2.3,736,30600,18,11.7,33.5,745,48.4,12.9,2.2,0.62,2952,84.1,2,,8.8,126,6.66,8.72166666666667,116.4,10.2833333333333,2.8,39.3,5.33333333333333,1077.6,88.9,,2353.5,,18.7,LK Neuburg-Schrobenhausen
9186,22.3,5.21666666666667,27.3,56.7,12.4,-1.42,76,192.7,12.7765461391469,5.51333333333333,8.4,25.1,11,21.2533333333333,4.97,94.8,79.1,48.5,82.9,303,5.5,6.2,2.2,828,34700,17.7,13.5,30.4,334.6,51.9,10.7,2.1,0.5,3135,83.1,2,,11.6,160,5.535,7.49333333333333,192.7,10.0666666666667,4,36.4,5.465,1182.4,87.2,,3005,,25.1,LK Pfaffenhofen a.d.Ilm
9187,24.6,5.01833333333333,108.1,73.9,16.6,-1,80.4,291.9,11.6252095488777,6.50166666666667,7.9,27.5,9.2,20.2716666666667,4.50666666666667,90.6,79.3,46.4,83.6,249,4.6,7.6,2.9,762,28500,22.2,11,43.6,1024.4,34.2,10.8,2.8,0.17,2822,83.8,3,,8.8,175,5.75333333333333,6.695,291.9,9.73333333333333,2.7,34.5,4.54666666666667,1586.5,89.6,,2407.5,,20.3,LK Rosenheim
