districtId,district_name,SES_highschool_dropouts,SES_residence_vacancies,SES_unemployment,RUR_surrounding_pop,SES_average_income,RUR_distance_to_urban_centers,SES_male_life_expectancy,SES_female_life_expectancy,SES_average_salary,RUR_area_share_farms_forests,RUR_settlement_density,SES_communal_tax_revenue,SES_net_migration,Baulandpreise,population_density,primary_care_capacity,hospital_capacity,share_of_nursing_home_care,average_living_area,RUR_share_of_1_2_family_homes,total_population,population_60_plus,average_age,average_household_size,share_female
9161,KS Ingolstadt,5.1,23.6,3.8,322.0,4425.0,1.9266666666666699,79.5,84.1,3701.1,55.9,2691.1,1359,11.1,379.5,982,64.1,97.5,35.9,41.7,81.1,124927,13330,41.7,2.1,0.5038862695814356
9162,KS München,6.1,22.7,5.2,1810.0,3879.0,1.3808333333333302,80.6,84.8,3374.5,22.1,6234.7,1332,12.4,1602.8,4601,72.1,80.4,25.5,38.0,58.2,1348335,137785,41.5,1.9,0.517003563654433
9163,KS Rosenheim,4.6,34.5,5.2,298.0,3131.0,1.14333333333333,78.2,82.9,2547.6,54.0,4015.2,911,6.0,491.0,1636,72.3,102.2,29.7,40.6,71.7,59329,6512,42.2,2.0,0.5143858821149859
9171,Altötting,3.4,40.1,3.7,186.0,3404.0,45.27,77.4,83.0,2893.7,83.7,1457.6,972,5.5,100.4,189,67.9,53.1,35.4,47.5,92.41875,106022,12380,43.3,2.3,0.5126577502782441
9172,Berchtesgadener Land,5.1,34.2,3.9,174.0,2729.0,34.34,79.0,82.6,2320.7,75.4,1765.7,645,8.8,146.9,123,82.5,58.8,37.0,43.5,82.0866666666667,100829,12630,44.1,2.2,0.5152783425403406
9173,Bad Tölz-Wolfratshausen,2.8,32.2,3.0,264.0,2933.0,35.915,79.5,83.4,2446.4,86.2,1683.6,781,9.7,396.8,111,68.9,50.6,34.2,44.6,85.0588235294118,119178,13991,42.9,2.3,0.5136770209266811
9174,Dachau,4.4,29.7,2.6,618.0,2942.0,20.774166666666698,79.9,83.3,2469.2,83.3,1893.3,858,13.5,355.4,253,59.5,33.4,35.2,42.7,89.34666666666669,138697,14497,41.3,2.4,0.5077038436303597
9175,Ebersberg,4.6,26.5,2.5,497.0,2974.0,23.4016666666667,81.0,83.5,2648.6,85.5,1992.5,931,13.0,532.6,246,55.6,24.3,34.9,44.6,88.0285714285715,127567,13904,41.5,2.4,0.5084230247634577
9176,Eichstätt,2.1,35.3,1.4,201.0,3019.0,22.6833333333333,79.9,83.8,2374.8,87.1,1092.6,770,6.0,167.4,105,50.3,35.3,27.2,49.4,95.03478260869561,123420,12439,40.6,2.6,0.5005671690163669
9177,Erding,3.1,31.7,2.2,376.0,2821.0,23.408333333333303,79.6,83.9,2422.7,84.5,1252.5,935,10.7,192.9,151,57.6,30.8,33.2,45.3,91.00588235294121,125706,12031,40.3,2.5,0.5026729034413632
9178,Freising,3.7,28.9,2.5,422.0,3228.0,11.978333333333302,79.7,83.7,3111.1,83.0,1569.6,996,9.3,295.1,213,55.2,20.7,32.6,44.2,88.3705882352941,162818,14974,39.8,2.3,0.49979117787959565
9179,Fürstenfeldbruck,3.2,25.3,3.3,634.0,3040.0,23.498333333333303,80.3,84.4,2618.8,78.6,2642.4,864,10.9,412.6,484,53.7,18.1,35.1,43.9,88.27857142857141,201597,24155,42.9,2.2,0.5164660188395661
9180,Garmisch-Partenkirchen,2.3,45.5,3.9,141.0,2660.0,17.913333333333302,78.8,82.7,2277.3,75.7,1618.0,710,9.0,276.9,85,89.6,149.1,34.0,45.2,78.66,84046,11197,45.0,2.1,0.5202389167836661
9181,Landsberg a.Lech,4.9,32.8,3.0,324.0,3056.0,28.3775,80.2,84.0,2569.6,79.9,1322.9,842,7.0,195.2,144,61.1,40.6,24.7,47.8,92.55625,113084,12249,41.5,2.4,0.5055799228891797
9182,Miesbach,3.7,38.7,3.1,248.0,2893.0,31.981666666666698,78.9,83.3,2408.8,86.2,1532.2,867,10.4,383.8,112,77.5,46.8,38.2,47.7,82.45882352941179,93630,11526,43.7,2.2,0.519064402435117
9183,Mühldorf a.Inn,4.9,43.0,4.0,216.0,2933.0,43.3691666666667,77.3,82.0,2392.1,86.8,1296.3,787,9.6,106.6,137,68.9,35.6,36.7,46.4,93.93888888888891,106415,12024,42.5,2.5,0.5055208382276934
9184,München,3.3,22.6,3.0,820.0,4016.0,12.99,81.4,84.4,3623.4,76.7,2484.5,2094,12.3,957.7,501,53.2,38.5,40.8,44.9,84.6586206896552,317249,37190,42.4,2.2,0.5110150071395024
9185,Neuburg-Schrobenhausen,4.1,39.3,2.3,253.0,2952.0,21.580833333333302,78.7,83.3,2353.5,84.1,1077.6,736,8.2,116.4,126,58.8,47.9,33.5,47.9,95.5307692307692,90593,9508,41.5,2.4,0.503659223118784
9186,Pfaffenhofen a.d.Ilm,5.5,36.4,2.2,303.0,3135.0,21.253333333333302,79.1,82.9,3005.0,83.1,1182.4,828,11.0,192.7,160,56.7,27.3,30.4,48.5,93.55,116116,11973,41.3,2.5,0.49960384443143063
9187,Kreis Rosenheim,4.6,34.5,2.9,249.0,2822.0,20.271666666666697,79.3,83.6,2407.5,83.8,1586.5,762,9.2,291.9,175,73.9,108.1,43.6,46.4,87.6025,244256,28091,42.4,2.4,0.5098052862570418
9188,Starnberg,2.5,32.3,2.9,572.0,3400.0,22.4733333333333,81.7,84.2,2882.7,69.5,1886.3,1205,10.6,744.1,270,76.6,99.0,27.8,49.9,87.3071428571429,127132,16254,43.7,2.3,0.5214422804643992
9189,Traunstein,4.2,37.5,3.2,187.0,3030.0,19.838333333333303,79.7,83.9,2555.7,81.7,1328.4,827,7.5,200.6,112,65.7,50.1,32.9,48.6,88.9758620689655,168510,20862,43.6,2.3,0.5140763159456412
9190,Weilheim-Schongau,4.4,34.5,2.8,222.0,3306.0,37.5383333333333,79.9,83.3,2640.2,86.9,1459.6,837,5.9,214.8,136,74.7,36.6,31.2,46.4,89.5631578947369,128762,15096,42.6,2.3,0.5094127149314238
9261,KS Landshut,3.3,34.7,4.9,279.0,2941.0,1.715,77.7,82.1,2402.3,60.4,3085.2,909,18.4,333.2,1026,75.5,180.7,48.6,43.9,78.4,63544,7194,43.6,2.0,0.5253053002643837
9262,Passau Stadt,4.0,43.8,5.9,182.0,3121.0,1.26,76.7,81.2,2517.4,59.0,2262.3,828,10.5,136.2,718,84.1,151.1,33.3,48.2,76.4,48649,5689,43.6,1.9,0.530761166724907
9263,Straubing,4.1,42.4,5.8,184.0,2859.0,1.675,74.8,79.8,2427.8,59.9,2327.3,836,14.1,173.1,681,86.9,94.5,35.0,44.4,79.1,44488,5264,44.3,2.0,0.5081595036863873
9271,Deggendorf,3.8,37.6,3.7,147.0,2873.0,14.248333333333301,77.7,81.9,2459.8,83.1,1119.4,688,5.4,72.6,134,66.6,95.3,27.6,49.9,94.5263157894737,114454,12549,42.5,2.4,0.5089293515298723
9272,Freyung-Grafenau,3.8,52.8,4.2,107.0,2573.0,35.180833333333304,77.3,82.3,2037.9,87.7,860.3,529,2.7,34.3,79,60.3,52.0,15.9,51.0,94.3052631578948,78170,8823,43.1,2.5,0.5072278367660228
9273,Kelheim,4.0,41.7,3.0,209.0,2928.0,28.71,78.6,82.7,2400.4,86.2,1063.5,720,9.1,122.1,109,66.1,32.8,29.2,48.2,93.53846153846149,112753,11666,41.4,2.5,0.5026651175578477
9274,Kreis Landshut,3.3,34.7,2.6,211.0,2948.0,19.4016666666667,79.4,83.2,2460.0,86.4,1035.6,794,8.1,113.0,113,54.0,12.2,30.7,48.8,94.9333333333333,147161,15337,41.4,2.6,0.5008256263548087
9275,Kreis Passau,4.0,43.8,4.1,150.0,2598.0,21.2275,77.9,82.9,2196.7,84.2,964.9,598,5.7,57.3,122,79.4,34.1,21.7,51.5,93.43142857142858,184190,21202,43.1,2.4,0.5097182257451545
9276,Regen,3.0,59.9,4.0,110.0,2702.0,30.6883333333333,76.5,81.8,2183.3,89.5,957.9,606,2.1,74.3,78,70.8,41.2,22.2,50.0,92.20952380952379,76782,8974,43.5,2.4,0.5054830559245657
9277,Rottal-Inn,5.2,41.5,3.5,152.0,2644.0,44.44,77.8,82.4,2193.9,87.4,910.4,651,6.5,58.9,92,61.8,52.2,29.1,51.0,96.06,116634,13534,43.0,2.5,0.5085138124389115
9278,Straubing-Bogen,4.1,42.4,3.0,158.0,2696.0,18.1041666666667,78.7,82.9,2274.0,86.2,802.6,665,6.4,81.0,82,57.2,42.9,21.4,50.8,96.1818181818182,95853,10154,41.8,2.6,0.5038444284477273
9279,Dingolfing-Landau,2.8,42.0,2.8,156.0,3779.0,28.211666666666698,78.0,82.2,3116.4,84.4,936.5,1652,10.5,48.7,107,61.0,26.8,25.4,48.8,96.1071428571429,90156,9845,42.1,2.5,0.4983140334531257
9361,Amberg,4.2,52.3,6.3,188.0,3204.0,1.325,75.5,80.0,2649.2,62.0,2426.4,811,2.1,143.8,828,86.7,134.8,40.9,46.6,75.5,41912,4906,44.1,2.0,0.5130988738308837
9362,KS Regensburg,4.4,30.0,4.9,309.0,3454.0,2.00666666666667,78.4,83.0,3008.0,36.7,3168.9,1275,12.3,412.0,1763,71.0,193.7,40.1,43.1,64.1,135403,13184,41.3,1.8,0.524818504759865
9363,Weiden i.d.OPf.,4.0,53.0,7.5,155.0,2684.0,1.8016666666666699,75.6,79.7,2207.2,65.5,2025.6,741,4.9,162.7,593,78.9,170.7,37.0,47.8,73.1,41746,4933,44.1,2.0,0.5278829109375749
9371,Amberg-Sulzbach,4.2,52.3,3.5,171.0,2940.0,15.468333333333302,77.8,82.8,2407.9,87.6,872.6,591,1.2,64.7,82,66.0,20.1,39.3,50.5,93.26363636363631,103902,11596,42.8,2.4,0.5048699736289965
9372,Cham,2.6,59.1,3.4,116.0,2608.0,44.5916666666667,77.3,82.9,2216.7,86.7,802.5,625,3.1,42.3,83,66.7,54.7,24.4,50.7,94.4875,125689,14289,42.8,2.5,0.503369427714438
9373,Neumarkt i.d.Opf.,3.3,38.9,2.4,207.0,2989.0,19.505,78.4,82.6,2388.3,81.6,916.2,732,6.0,68.7,96,59.7,40.3,35.0,49.2,95.98823529411759,126436,13132,41.6,2.6,0.5033851118352368
9374,Neustadt a.d.Waldnaab,4.0,53.0,4.1,128.0,2776.0,17.7583333333333,77.4,81.8,2304.1,81.8,675.3,583,-0.7,54.2,67,67.2,19.8,28.8,50.9,91.75714285714291,96317,10503,42.4,2.5,0.5063488273098207
9375,Regensburg,2.6,37.1,2.5,205.0,2951.0,18.5008333333333,79.4,83.4,2466.6,85.3,1203.6,694,7.4,141.1,135,62.0,12.3,37.6,49.8,91.9034482758621,182289,19290,41.8,2.5,0.5052965346235923
9376,Schwandorf,3.1,52.0,3.5,139.0,2783.0,27.36,77.5,82.5,2327.1,84.2,929.6,693,5.3,79.0,98,70.3,39.9,33.3,48.0,92.9736842105263,142406,15751,42.8,2.4,0.5034197997275396
9377,Tirschenreuth,3.8,64.7,4.8,123.0,2759.0,19.64,76.3,81.4,2354.7,87.3,822.0,600,-0.6,38.0,68,62.8,39.6,33.6,49.0,91.4777777777778,74866,8893,43.8,2.4,0.5067587422862181
9461,Bamberg,3.6,37.0,5.2,279.0,3159.0,1.72666666666667,77.3,81.5,2538.1,43.8,2611.9,808,7.1,-99.0,1317,79.2,140.8,40.1,44.3,63.0,70635,7617,42.7,1.9,0.5316769307000778
9462,Bayreuth,3.9,46.8,6.3,211.0,3012.0,1.685,76.4,82.6,2577.2,53.8,2559.0,886,6.5,189.6,1070,67.0,191.6,45.5,44.5,71.2,70808,8091,43.0,1.9,0.5240227092983843
9463,Coburg,5.9,48.8,6.4,199.0,3281.0,1.5733333333333301,76.0,80.3,2908.7,51.2,2101.3,1573,4.1,108.6,850,53.6,124.2,39.3,46.9,77.0,41023,4925,44.6,2.0,0.5241937449723326
9464,Hof,5.4,78.4,7.0,185.0,2508.0,1.13666666666667,74.4,80.1,2310.4,58.6,2103.5,692,2.8,-99.0,764,90.2,100.4,33.6,47.8,70.2,44759,5671,45.3,1.9,0.5306865658303358
9471,Kreis u. Stadt Bamberg,3.6,37.0,3.1,226.0,2715.0,14.933333333333302,77.7,82.3,2302.2,85.5,1211.1,687,3.4,99.5,124,52.5,20.8,35.0,47.9,90.32857142857141,143610,14727,41.5,2.5,0.5036487709769515
9472,Kreis u. Stadt Bayreuth,3.9,46.8,3.8,177.0,2677.0,17.5983333333333,77.7,82.6,2310.1,88.0,892.1,582,1.6,59.0,82,59.3,11.9,35.8,50.5,91.3428571428571,105396,12266,43.4,2.4,0.5083494629777221
9473,Kreis u. Stadt Coburg,5.9,48.8,4.3,176.0,2483.0,14.051666666666698,77.9,82.7,2251.7,82.5,1139.7,680,0.9,39.8,147,61.1,10.7,32.6,49.0,90.93125,87775,10759,44.1,2.4,0.5088920535459983
9474,Forchheim,3.3,44.5,3.2,307.0,2856.0,24.3,78.5,82.1,2473.0,84.2,1411.5,666,4.1,130.5,177,56.2,27.2,33.2,48.8,91.8368421052631,112738,12211,42.3,2.4,0.5069186964466285
9475,Kreis u. Stadt Hof,5.4,78.4,4.6,162.0,2539.0,15.379166666666698,77.0,81.9,2389.5,85.6,938.3,637,-0.7,21.9,108,66.2,58.7,37.5,50.6,90.88095238095242,99371,13279,45.7,2.3,0.5170824486017047
9476,Kronach,3.4,56.6,4.4,161.0,2529.0,28.23,76.8,81.8,2263.5,87.3,1065.3,681,-2.1,30.1,104,61.8,41.5,22.1,50.3,94.0533333333334,69927,8581,44.9,2.3,0.511447652551947
9477,Kulmbach,6.5,55.2,5.0,173.0,2772.0,11.171666666666699,76.8,82.1,2385.5,86.3,990.8,697,-0.2,49.0,110,73.1,68.9,30.8,50.4,91.76428571428569,74070,9023,44.6,2.3,0.5127041987309302
9478,Lichtenfels,5.0,46.1,4.6,190.0,2509.0,17.536666666666697,76.4,80.8,2313.3,82.7,1112.6,625,1.1,53.6,128,63.1,112.6,36.2,48.8,92.31111111111109,67297,7920,43.9,2.3,0.5108697267337325
9479,Wunsiedel i.Fichtelgebirge,5.8,79.0,5.7,149.0,2754.0,10.915,75.7,80.7,2360.8,84.4,1079.3,626,-1.7,32.1,121,68.1,55.6,30.2,50.7,87.925,76044,10330,46.4,2.2,0.5216453632107727
9561,Ansbach,4.4,46.5,4.7,225.0,3005.0,1.4066666666666698,75.8,80.1,2590.3,73.7,1761.5,809,6.8,121.4,401,70.0,215.7,43.0,46.2,78.6,39491,4414,43.8,2.1,0.5300194981134942
9562,KS Erlangen,3.4,22.4,4.0,556.0,4366.0,1.5966666666666698,79.3,83.6,3601.5,52.8,3369.8,1046,6.1,219.8,1383,70.5,204.7,44.5,44.6,73.0,103720,10375,41.2,1.9,0.5110586193598149
9563,KS Fürth,7.1,37.1,6.9,656.0,3086.0,1.4133333333333302,77.1,81.9,2737.3,47.4,4130.8,751,13.9,274.3,1918,63.4,66.7,44.7,41.6,69.8,115613,12048,42.3,2.0,0.5183932602734986
9564,KS Nürnberg,7.6,30.7,7.9,826.0,3317.0,1.445,77.8,83.0,2918.0,34.6,4384.2,929,8.0,442.0,2688,67.1,69.5,39.6,40.7,66.4,486314,54930,43.1,1.9,0.5205957467808864
9565,Schwabach,5.8,38.3,4.6,512.0,2833.0,1.5633333333333301,77.0,80.9,2466.8,62.0,2833.8,829,11.8,191.1,979,70.1,42.6,45.1,45.5,83.4,38469,4454,43.4,2.2,0.5203670487925343
9571,Kreis u. Stadt Ansbach,4.4,46.5,3.1,199.0,2700.0,19.87,78.3,83.3,2265.1,85.4,874.9,696,3.3,53.9,91,57.4,30.0,28.2,48.6,93.15882352941179,178354,19518,42.1,2.5,0.5039472061181695
9572,Erlangen-Höchstadt,3.2,34.6,2.4,405.0,3590.0,12.806666666666699,79.9,83.2,2660.7,79.8,1730.7,951,5.2,188.4,235,62.5,8.7,36.2,49.1,90.3,130395,14748,42.2,2.4,0.5050193642394264
9573,Fürth,2.3,36.5,3.4,470.0,2683.0,12.126666666666699,78.9,82.7,2294.7,79.2,2139.4,743,5.1,208.9,370,47.4,0.0,39.6,48.8,88.0416666666667,112786,13612,43.7,2.2,0.5151082581171422
9574,Nürnberger Land,7.0,41.8,3.1,348.0,2955.0,20.135,78.4,82.8,2456.7,83.6,1572.2,831,6.3,183.5,208,59.7,59.1,37.5,49.2,90.1318181818182,163967,20193,43.9,2.3,0.5126153433312801
9575,Neustadt a.d.Aisch-Bad Windshe,4.4,48.8,2.7,205.0,2596.0,31.3333333333333,78.4,82.7,2138.2,86.6,788.3,638,3.3,71.1,77,68.5,46.9,31.8,49.3,92.76,97475,10994,42.7,2.5,0.5058835598871505
9576,Roth,5.8,38.3,2.9,302.0,2798.0,18.73,78.5,83.0,2352.4,84.2,1176.0,736,3.3,109.5,138,60.5,21.8,27.6,48.1,92.4,123344,13983,42.5,2.4,0.5074263847451032
9577,Weißenburg-Gunzenhausen,3.3,55.1,3.5,184.0,2894.0,37.2983333333333,77.4,82.8,2266.4,84.3,927.0,634,3.9,68.4,95,62.7,45.4,31.7,48.0,92.57857142857141,92369,10755,43.2,2.4,0.5060897054206498
9661,Aschaffenburg,4.0,44.6,6.1,516.0,3157.0,2.03,76.8,81.8,2637.2,53.0,2756.7,968,5.1,412.2,1091,60.1,118.5,25.4,43.6,67.9,67359,7226,43.0,2.1,0.521504179100046
9662,Schweinfurt,4.9,44.4,6.5,225.0,3697.0,1.99666666666667,76.1,81.3,3060.6,36.9,2634.6,1194,1.6,140.7,1446,62.0,178.3,42.7,42.7,67.1,52143,6535,44.6,2.0,0.5220643231114436
9663,KS Würzburg,5.4,27.9,4.9,311.0,3129.0,1.8558333333333301,78.2,83.1,2526.7,46.4,2956.7,829,1.5,279.7,1418,85.3,188.1,38.9,44.5,66.5,124297,13110,42.1,1.8,0.5322895966917947
9671,Kreis u. Stadt Aschaffenburg,4.0,44.6,3.2,420.0,2956.0,19.4566666666667,79.7,83.4,2522.8,80.4,1740.6,797,2.1,189.5,247,58.5,8.8,20.7,48.8,89.0304347826087,172612,19986,42.9,2.4,0.5059265867958195
9672,Bad Kissingen,2.6,67.1,4.2,158.0,2726.0,31.92,78.9,82.5,2219.5,83.8,845.2,583,1.6,48.0,91,67.1,85.5,34.3,50.5,90.84705882352941,104020,12962,44.6,2.3,0.512901365122092
9673,Rhön-Grabfeld,3.3,60.0,3.4,133.0,2882.0,37.8033333333333,78.1,82.3,2354.8,87.1,791.8,602,-0.6,26.8,78,69.0,137.6,28.6,50.6,92.5307692307692,80829,9523,43.1,2.5,0.506006507565354
9674,Haßberge,4.6,48.6,3.6,168.0,2923.0,24.448333333333302,77.6,81.9,2241.1,86.6,862.4,621,1.0,36.9,88,58.2,28.5,23.0,48.9,93.49285714285709,84575,9382,42.6,2.5,0.5013420041383387
9675,Kitzingen,3.3,56.6,3.4,196.0,2872.0,27.7983333333333,78.5,82.4,2264.8,82.4,944.6,703,4.7,81.4,129,61.0,27.7,33.0,47.6,91.1083333333333,87719,9923,42.7,2.4,0.5054207184304427
9676,Miltenberg,4.7,55.9,3.4,324.0,2965.0,32.366666666666696,79.2,83.2,2380.5,85.8,1578.0,727,0.5,141.6,179,61.7,23.4,22.3,47.6,90.03846153846159,128405,14712,42.5,2.5,0.5027062809080644
9677,Main-Spessart,2.5,56.9,2.7,212.0,3233.0,33.805,79.0,83.2,2683.4,87.9,1027.1,740,-0.3,69.5,95,63.5,52.8,28.5,50.7,92.04375,127508,15144,43.6,2.4,0.5045644194874047
9678,Kreis u. Stadt Schweinfurt,4.9,44.4,2.9,193.0,2573.0,16.2966666666667,79.6,83.4,2095.8,84.2,1081.4,614,3.4,78.2,135,51.0,53.0,27.8,49.3,90.5857142857143,113084,13335,43.1,2.5,0.5028297548724842
9679,Würzburg,2.8,43.2,2.9,222.0,2763.0,15.528333333333302,80.1,84.3,2292.0,84.5,1348.3,702,2.3,139.1,165,65.3,8.2,24.3,49.6,89.9969696969697,158095,18286,42.6,2.4,0.5056326892058572
9761,KS Augsburg,4.1,37.6,6.8,560.0,3319.0,2.43333333333333,77.8,83.3,2798.1,51.8,4464.5,736,13.5,477.8,1914,63.3,105.5,34.9,38.9,64.9,267767,29522,42.6,1.9,0.5190296040960984
9762,Kaufbeuren,4.0,41.5,6.1,221.0,2875.0,1.975,76.3,81.3,2261.0,58.5,2767.3,652,6.5,209.1,1050,83.3,149.5,42.1,42.1,78.6,41550,4934,44.1,2.0,0.5181227436823105
9763,Kempten (Allgäu),4.9,34.1,4.8,223.0,2990.0,1.675,77.9,81.9,2504.4,64.0,3198.8,803,8.4,261.3,1037,71.6,86.9,39.6,40.5,70.3,64078,7832,43.6,2.0,0.5135147788632604
9764,Memmingen,3.3,43.2,4.1,224.0,3071.0,1.86166666666667,77.6,81.3,2569.7,71.6,2341.2,948,8.2,152.5,602,64.0,129.4,34.6,41.5,81.7,41241,4735,43.3,2.1,0.5148032297955918
9771,Aichach-Friedberg,3.8,36.4,2.8,360.0,2820.0,18.7233333333333,79.6,83.8,2152.1,85.1,1388.9,766,5.8,158.6,166,58.8,23.2,29.8,48.0,93.47857142857141,126387,13635,41.7,2.5,0.5063020722067935
9772,Augsburg,5.2,34.9,3.1,345.0,2790.0,18.431666666666697,79.6,83.7,2441.7,81.8,1495.9,782,6.8,174.6,227,62.2,12.5,30.2,46.9,92.01034482758621,237095,26716,42.3,2.4,0.5087960522153567
9773,Dillingen a.d.Donau,3.5,44.8,2.7,232.0,2961.0,35.595,78.0,83.0,2406.3,83.6,1009.4,767,1.6,74.6,118,51.3,33.9,32.3,46.7,95.57,93308,9962,41.7,2.5,0.5054979208642346
9774,Günzburg,7.1,45.9,3.1,263.0,2958.0,28.711666666666698,78.5,82.7,2494.4,81.5,1135.1,780,4.4,82.4,160,63.2,86.4,28.9,46.0,94.0941176470588,120183,12842,41.6,2.5,0.5035820373929757
9775,Neu-Ulm,5.3,33.5,3.3,285.0,3227.0,12.474166666666699,79.3,83.7,2682.8,77.5,1807.2,842,6.5,138.3,325,63.7,23.2,33.5,44.8,90.65,163854,18314,42.1,2.3,0.5097892025827871
9776,Lindau (Bodensee),3.2,38.4,3.0,253.0,3143.0,29.5975,78.6,83.2,2566.5,84.5,1817.6,741,6.1,220.8,245,68.0,62.2,40.2,45.9,81.2769230769231,78422,9663,43.4,2.2,0.5116038866644564
9777,Ostallgäu,4.0,41.5,2.9,181.0,3014.0,20.4441666666667,79.7,83.2,2580.9,87.5,1217.6,760,6.0,121.2,97,60.3,32.4,31.5,47.1,89.59,133585,15704,42.4,2.4,0.5071003480929746
9778,Unterallgäu,3.3,43.2,2.3,220.0,3070.0,20.314166666666697,79.5,83.8,2554.1,86.4,1039.0,761,7.9,94.6,113,59.1,28.8,35.6,47.7,93.8473684210526,135161,15526,42.4,2.5,0.5044354510546681
9779,Donau-Ries,3.7,46.9,2.3,181.0,3151.0,44.506666666666696,78.8,83.3,2650.5,85.4,926.3,813,6.0,67.1,102,61.4,38.9,29.1,47.6,94.9,127920,14191,41.9,2.5,0.4989055659787367
9780,Oberallgäu,4.9,34.1,3.2,159.0,2760.0,23.885,80.0,84.2,2315.4,83.2,1491.4,689,5.6,137.8,99,72.9,33.5,35.8,47.4,81.0260869565218,148649,18406,43.3,2.2,0.5108611561463582
10041,Regionalverband Saarbrücken,5.9,63.3,9.6,480.0,3259.0,8.14833333333333,76.8,81.9,2610.7,66.3,2466.0,619,3.0,119.6,793,62.7,79.9,34.0,48.3,88.76,327065,40247,44.5,2.0,0.5167229755553178
10042,Merzig-Wadern,4.4,55.0,5.2,292.0,2831.0,39.175,76.6,81.9,2247.9,84.4,1375.7,480,2.7,71.0,186,53.4,46.7,35.1,55.3,95.62857142857142,103636,12082,44.0,2.4,0.510990389439963
10043,Neunkirchen,6.3,61.1,7.7,418.0,3021.0,19.27,76.7,81.4,2263.9,71.3,2018.0,489,1.1,75.7,534,57.1,54.0,33.0,51.5,92.45714285714291,135531,17413,45.4,2.2,0.5140152437449734
10044,Saarlouis,4.2,50.8,6.1,379.0,3050.0,24.759166666666697,77.5,81.8,2416.2,73.2,1819.9,608,1.6,91.9,426,57.3,50.1,23.9,52.9,93.7076923076923,197877,24700,44.9,2.3,0.5148855096853096
10045,Saar-Pfalz-Kreis,4.6,54.2,5.8,374.0,3321.0,18.608333333333302,77.8,82.7,2637.4,78.4,1740.0,717,1.9,93.2,343,62.7,100.3,28.9,53.1,94.0857142857143,145394,18971,45.5,2.2,0.5168370084047484
10046,Sankt Wendel,4.9,53.0,4.2,299.0,2907.0,34.4966666666667,77.5,82.2,2117.0,82.1,1185.4,565,0.1,52.9,185,62.3,26.7,25.7,56.1,96.175,90120,11314,45.1,2.3,0.509542831779849
11000,KS Berlin,7.8,35.4,12.4,3669.0,2905.0,1.815,78.2,83.2,2539.9,22.7,5541.0,665,11.8,405.9,3891,66.0,57.7,24.5,39.1,56.7,3292365,357602,42.3,1.8,0.5141325460573175
12051,"Brandenburg an der Havel, Stadt",6.5,62.4,13.5,210.0,2492.0,1.77333333333333,76.0,81.8,2210.2,58.3,1398.0,440,2.1,46.2,309,57.7,122.9,25.3,41.2,67.5,71569,9896,46.6,1.9,0.5087817351087761
12052,KS Cottbus,8.1,98.7,12.1,177.0,2535.0,1.9316666666666698,76.4,81.7,2172.6,51.0,1994.8,544,2.7,51.0,602,70.4,115.5,35.3,40.0,70.7,99984,12168,45.0,1.9,0.5105216834693551
12053,"Frankfurt (Oder), Stadt",8.7,74.5,13.8,148.0,2566.0,2.36666666666667,75.4,80.9,2191.9,71.7,1630.4,502,-2.8,20.0,390,72.9,161.7,37.5,40.0,67.8,59140,7250,45.4,1.9,0.5196144741291849
12054,KS Potsdam,4.3,51.8,7.7,837.0,2759.0,2.11333333333333,79.3,83.6,2336.1,55.4,2896.9,567,11.0,237.4,871,62.8,97.9,26.0,39.1,62.8,156021,16130,41.9,1.9,0.52121829753687
12060,Barnim,7.9,29.2,9.7,410.0,2223.0,33.148333333333305,77.4,82.4,2011.8,81.9,1082.6,453,7.0,55.6,118,56.6,67.2,24.2,43.5,90.05,172165,21556,45.1,2.1,0.5055034414660355
12061,Dahme-Spreewald,6.0,47.2,7.4,257.0,2329.0,43.1,78.2,83.5,2202.7,84.2,757.5,892,6.1,72.7,71,55.0,62.1,22.3,43.6,91.23125,160162,20587,45.5,2.2,0.5057566713702376
12062,Elbe-Elster,8.4,41.7,12.9,112.0,1999.0,64.9466666666667,75.8,82.3,1962.4,87.0,688.5,377,-6.0,10.6,55,73.3,44.3,18.8,45.2,91.24375,110188,14664,47.1,2.2,0.5063709296838131
12063,Havelland,7.5,74.3,9.2,289.0,2012.0,27.62,77.8,82.1,1804.8,85.4,878.1,482,7.7,62.9,90,50.8,31.0,21.3,44.1,89.54615384615391,152457,18038,44.3,2.2,0.5072971395213076
12064,Märkisch Oderland,7.9,50.3,10.3,273.0,2222.0,35.03,77.8,83.3,2010.1,85.1,783.3,476,4.5,52.4,87,54.1,35.3,21.5,44.3,89.7368421052631,187374,23078,45.4,2.1,0.5044296433870228
12065,Oberhavel,7.4,51.6,9.1,351.0,2361.0,44.1533333333333,77.9,82.4,2190.8,82.8,1074.6,641,8.1,68.3,113,55.6,49.9,21.1,42.8,88.5066666666667,200807,24141,44.5,2.1,0.5076267261599446
12066,Oberspreewald-Lausitz,9.7,35.5,14.2,132.0,2275.0,30.961666666666698,74.9,81.8,2088.8,72.2,803.7,450,-5.0,16.4,92,62.0,46.0,28.9,43.4,84.92727272727271,117943,16210,47.4,2.0,0.5111536928855465
12067,Oder-Spree,8.7,74.5,9.7,205.0,2303.0,26.545,77.4,82.9,2141.6,85.3,818.7,453,3.1,39.5,79,59.0,76.8,18.3,43.8,89.8833333333333,178176,23569,46.3,2.1,0.5076609644396551
